NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,219345.203125,2.73402571678162,0,300,2019Q3,processed_2019Q3.tif
United States,Massachusetts,417472.4375,3.18189120292664,0,300,2019Q3,processed_2019Q3.tif
United States,New York,1003207,1.16704845428467,0,284,2019Q3,processed_2019Q3.tif
