NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,239009.671875,2.97913336753845,0,146,2015Q3,processed_2015Q3.tif
United States,Massachusetts,426662.4375,3.25193572044373,0,233,2015Q3,processed_2015Q3.tif
United States,New York,1072183.75,1.24729037284851,0,277,2015Q3,processed_2015Q3.tif
