NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,239147.5,2.98085117340088,0,140,2018Q4,processed_2018Q4.tif
United States,Massachusetts,449567.71875,3.42651510238647,0,271,2018Q4,processed_2018Q4.tif
United States,New York,1123394.75,1.30686509609222,0,289,2018Q4,processed_2018Q4.tif
