NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,397753.8125,4.95779800415039,0,263,2018Q1,processed_2018Q1.tif
United States,Massachusetts,756233.625,5.76386117935181,0,260,2018Q1,processed_2018Q1.tif
United States,New York,1908915.625,2.22067546844482,0,299,2018Q1,processed_2018Q1.tif
