NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,348955.71875,4.34955453872681,0,187,2016Q1,processed_2016Q1.tif
United States,Massachusetts,666146,5.07723140716553,0,260,2016Q1,processed_2016Q1.tif
United States,New York,1589674.125,1.84929609298706,0,300,2016Q1,processed_2016Q1.tif
