NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,258598.5,3.22329807281494,0,149,2019Q2,processed_2019Q2.tif
United States,Massachusetts,493693.21875,3.76283073425293,0,300,2019Q2,processed_2019Q2.tif
United States,New York,1170434.625,1.36158740520477,0,287,2019Q2,processed_2019Q2.tif
