NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,226883.046875,2.82798099517822,0,158,2017Q3,processed_2017Q3.tif
United States,Massachusetts,408353.4375,3.11238813400269,0,230,2017Q3,processed_2017Q3.tif
United States,New York,1030846.5625,1.19920206069946,0,290,2017Q3,processed_2017Q3.tif
