NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,205695.28125,2.56388640403748,0,151,2018Q3,processed_2018Q3.tif
United States,Massachusetts,390866.03125,2.97910261154175,0,300,2018Q3,processed_2018Q3.tif
United States,New York,960038.875,1.11683022975922,0,295,2018Q3,processed_2018Q3.tif
