NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,239244.421875,2.98205924034119,0,160,2016Q3,processed_2016Q3.tif
United States,Massachusetts,435959.125,3.32279300689697,0,277,2016Q3,processed_2016Q3.tif
United States,New York,1067669,1.24203824996948,0,294,2016Q3,processed_2016Q3.tif
