NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,295939.40625,3.68873333930969,0,169,2015Q2,processed_2015Q2.tif
United States,Massachusetts,548594.125,4.1812744140625,0,269,2015Q2,processed_2015Q2.tif
United States,New York,1279678.75,1.48867297172546,0,281,2015Q2,processed_2015Q2.tif
