NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,496752.4375,6.19176483154297,0,244,2015Q1,processed_2015Q1.tif
United States,Massachusetts,944136.5625,7.19601964950562,0,300,2015Q1,processed_2015Q1.tif
United States,New York,2151640.5,2.5030415058136,0,300,2015Q1,processed_2015Q1.tif
