NAME_0,NAME_1,sum,mean,min,max,yrqtr,filename
United States,Connecticut,331595.40625,4.1331672668457,0,231,2019Q1,processed_2019Q1.tif
United States,Massachusetts,648374.0625,4.94177722930908,0,300,2019Q1,processed_2019Q1.tif
United States,New York,1650150.75,1.91964960098267,0,300,2019Q1,processed_2019Q1.tif
